id,user_profile_id,correct,question_id,lesson_name,lesson_id,is_external,duration_ms,is_preassessment,timestamp,lesson_type,cloud_learner_id
1241988,375224,True,2,Larger Number,913,False,8261,False,2024-06-26 20:24:54.993133+00:00,ASM,22295
1241989,375224,True,3,Larger Number,913,False,6598,False,2024-06-26 20:25:05.248205+00:00,ASM,22295
1241990,375224,True,4,Larger Number,913,False,17971,False,2024-06-26 20:25:25.007217+00:00,ASM,22295
1880724,605967,True,2,Lesson Set 1 - Q08,1269,True,141,True,2025-06-04 18:12:51.026536+00:00,TUT,35487
1241983,375223,True,1,Blind Positions,982,False,27298,False,2024-06-26 20:22:50.775766+00:00,ASM,22295
1241984,375223,True,2,Blind Positions,982,False,5538,False,2024-06-26 20:22:58.282425+00:00,ASM,22295
1241985,375223,False,3,Blind Positions,982,False,6417,False,2024-06-26 20:23:06.855415+00:00,ASM,22295
1241986,375223,True,4,Blind Positions,982,False,5257,False,2024-06-26 20:23:14.641452+00:00,ASM,22295
1242594,375533,True,1,First And Last Sounds,926,False,23868,False,2024-07-17 17:17:54.372783+00:00,ASM,22295
1242595,375533,True,2,First And Last Sounds,926,False,9152,False,2024-07-17 17:18:08.483129+00:00,ASM,22295
1242596,375533,True,3,First And Last Sounds,926,False,9878,False,2024-07-17 17:18:20.325341+00:00,ASM,22295
1242597,375533,True,4,First And Last Sounds,926,False,16293,False,2024-07-17 17:18:50.368929+00:00,ASM,22295
1242166,375312,True,2,Python_Week9_Collection1_Q8,492,True,151,True,2024-07-03 19:53:55.861726+00:00,TUT,18724
1880902,606372,True,2,Lesson Set 1 - Q09,1270,True,84,True,2025-06-04 20:18:04.676273+00:00,TUT,35486
1241911,375193,True,2,Pepperoni Or Cheese?,912,False,107,True,2024-06-26 19:23:51.628008+00:00,TUT,22295
1242348,375399,True,2,Python_Week4_Function1_Q1a,555,True,97,True,2024-07-04 15:04:44.291404+00:00,TUT,22302
1242692,375571,True,2,Url Rides A Bike,964,False,108,True,2024-07-17 18:35:15.035941+00:00,TUT,22295
1241999,375227,True,1,Add My Bike,1007,False,20577,False,2024-06-26 20:28:24.316551+00:00,ASM,22295
1242000,375227,True,2,Add My Bike,1007,False,9085,False,2024-06-26 20:28:35.325622+00:00,ASM,22295
1242001,375227,True,3,Add My Bike,1007,False,5617,False,2024-06-26 20:28:43.065496+00:00,ASM,22295
1242002,375227,True,4,Add My Bike,1007,False,8578,False,2024-06-26 20:28:53.581053+00:00,ASM,22295
1241101,374846,True,2,Python_Week2_Basics_Q4a,639,True,99,True,2024-06-12 15:52:24.407635+00:00,TUT,22282
1241951,375215,True,1,Challenging Mario,1002,False,17199,False,2024-06-26 20:09:49.012729+00:00,ASM,22295
1241952,375215,True,2,Challenging Mario,1002,False,7550,False,2024-06-26 20:09:58.646054+00:00,ASM,22295
1241953,375215,True,3,Challenging Mario,1002,False,6270,False,2024-06-26 20:10:06.811764+00:00,ASM,22295
1241954,375215,True,4,Challenging Mario,1002,False,12108,False,2024-06-26 20:10:20.866043+00:00,ASM,22295
1242124,375284,False,2,Python_Week8_ControlFlow_Q4a,588,True,35580,False,2024-07-03 18:03:16.300313+00:00,TUT,22300
1242125,375284,True,3,Python_Week8_ControlFlow_Q4a,588,True,33337,False,2024-07-03 18:04:46.131824+00:00,TUT,22300
1242126,375284,True,4,Python_Week8_ControlFlow_Q4a,588,True,25637,False,2024-07-03 18:05:22.565726+00:00,TUT,22300
1242127,375284,True,5,Python_Week8_ControlFlow_Q4a,588,True,30594,False,2024-07-03 18:06:10.722769+00:00,TUT,22300
1242633,375548,True,2,B Good,702,False,93,True,2024-07-17 17:45:43.933703+00:00,TUT,22295
1670061,530205,True,2,Python_Week7_ControlFlow_Q3a,586,True,87,True,2025-02-27 16:06:55.362787+00:00,TUT,32921
1880900,606370,True,2,Lesson Set 1 - Q07,1268,True,91,True,2025-06-04 20:15:36.711044+00:00,TUT,35486
1241109,374851,False,2,Python_Week2_Basics_Q6,643,True,14280,False,2024-06-12 15:59:14.469375+00:00,TUT,22282
1880928,607702,True,2,Lesson Set 2 - Q10,1287,True,98,True,2025-06-06 18:34:54.677908+00:00,TUT,19350
1880903,606373,False,2,Lesson Set 2 - Q01,1278,True,8354,False,2025-06-05 15:52:02.272019+00:00,TUT,35488
1880904,606373,True,3,Lesson Set 2 - Q01,1278,True,9410,False,2025-06-05 15:52:20.145078+00:00,TUT,35488
1880905,606373,True,4,Lesson Set 2 - Q01,1278,True,11493,False,2025-06-05 15:52:49.323326+00:00,TUT,35488
1242104,375266,False,2,Python_Week5_Function2_Q3,569,True,12840,False,2024-06-27 20:05:36.969637+00:00,TUT,22282
1242105,375266,True,3,Python_Week5_Function2_Q3,569,True,19602,False,2024-06-27 20:06:10.919588+00:00,TUT,22282
1241971,375220,False,1,2D Game,986,False,26169,False,2024-06-26 20:18:49.951062+00:00,ASM,22295
1241972,375220,True,2,2D Game,986,False,8616,False,2024-06-26 20:19:00.681385+00:00,ASM,22295
1241973,375220,True,3,2D Game,986,False,5490,False,2024-06-26 20:19:08.030453+00:00,ASM,22295
1241974,375220,False,4,2D Game,986,False,8651,False,2024-06-26 20:19:18.594395+00:00,ASM,22295
1242698,375574,True,1,Picture Reading,943,False,17552,False,2024-07-17 18:40:23.945632+00:00,ASM,22295
1242699,375574,True,2,Picture Reading,943,False,6887,False,2024-07-17 18:40:33.000594+00:00,ASM,22295
1242700,375574,True,3,Picture Reading,943,False,6164,False,2024-07-17 18:40:41.018808+00:00,ASM,22295
1242701,375574,True,4,Picture Reading,943,False,8861,False,2024-07-17 18:40:52.046422+00:00,ASM,22295
1241979,375222,True,1,Toy Shapes,984,False,25700,False,2024-06-26 20:21:30.346957+00:00,ASM,22295
1241980,375222,True,2,Toy Shapes,984,False,5368,False,2024-06-26 20:21:40.064922+00:00,ASM,22295
1241981,375222,True,3,Toy Shapes,984,False,5205,False,2024-06-26 20:21:47.078794+00:00,ASM,22295
1241982,375222,True,4,Toy Shapes,984,False,5481,False,2024-06-26 20:21:55.302095+00:00,ASM,22295
1242678,375566,True,1,Jolt's Little Story,980,False,36873,False,2024-07-17 18:22:12.244997+00:00,ASM,22295
1242679,375566,True,2,Jolt's Little Story,980,False,17726,False,2024-07-17 18:22:32.051827+00:00,ASM,22295
1242680,375566,True,3,Jolt's Little Story,980,False,24658,False,2024-07-17 18:23:20.118397+00:00,ASM,22295
1242681,375566,True,4,Jolt's Little Story,980,False,65414,False,2024-07-17 18:24:58.283544+00:00,ASM,22295
1141258,339974,True,2,Puzzle6_Q01 - module use,567,True,109,True,2024-03-22 17:51:40.917609+00:00,TUT,18724
1242382,375426,False,2,Python_Week8_ControlFlow_Q4a,588,True,38693,False,2024-07-04 15:51:18.871961+00:00,TUT,22302
